2016	1	4
2016	1	5
2016	1	6
2016	1	7
2016	1	8
2016	1	8
2016	1	9
2016	1	9
2016	1	12
2016	1	16
2016	1	18
2016	1	18
2016	1	18
2016	1	19
2016	1	19
2016	1	19
2016	1	22
2016	1	23
2016	1	23
2016	1	25
2016	1	28
2016	1	29
2016	2	1
2016	2	1
2016	2	5
2016	2	5
2016	2	6
2016	2	6
2016	2	8
2016	2	8
2016	2	8
2016	2	16
2016	2	16
2016	2	16
2016	2	17
2016	2	23
2016	2	23
2016	2	24
2016	3	5
2016	3	5
2016	3	5
2016	3	7
2016	3	8
2016	3	14
2016	3	17
2016	3	22
2016	3	29
2016	4	1
2016	4	1
2016	4	11
2016	4	12
2016	4	15
2016	4	20
2016	4	20
2016	4	21
2016	4	25
2016	4	25
2016	4	25
2016	4	27
2016	4	30
2016	5	2
2016	5	2
2016	5	6
2016	5	10
2016	5	11
2016	5	16
2016	5	17
2016	5	17
2016	5	18
2016	5	19
2016	5	23
2016	5	25
2016	5	28
2016	5	28
2016	6	1
2016	6	1
2016	6	1
2016	6	6
2016	6	7
2016	6	9
2016	6	10
2016	6	16
2016	6	17
2016	6	18
2016	6	27
2016	6	28
2016	6	28
2016	6	29
2016	6	29
2016	6	29
2016	6	30
2016	6	30
2016	7	1
2016	7	1
2016	7	1
2016	7	2
2016	7	2
2016	7	2
2016	7	5
2016	7	5
2016	7	6
2016	7	6
2016	7	6
2016	7	6
2016	7	6
2016	7	8
2016	7	8
2016	7	8
2016	7	9
2016	7	11
2016	7	11
2016	7	13
2016	7	15
2016	7	16
2016	7	19
2016	7	22
2016	7	23
2016	7	23
2016	7	25
2016	7	25
2016	7	25
2016	7	26
2016	7	27
2016	7	28
2016	7	29
2016	7	29
2016	8	1
2016	8	2
2016	8	3
2016	8	4
2016	8	5
2016	8	8
2016	8	10
2016	8	10
2016	8	13
2016	8	15
2016	8	15
2016	8	18
2016	8	19
2016	8	19
2016	8	23
2016	8	24
2016	8	25
2016	8	25
2016	8	31
2016	8	31
2016	9	1
2016	9	8
2016	9	15
2016	9	16
2016	9	17
2016	9	19
2016	9	19
2016	9	23
2016	9	24
2016	9	26
2016	9	30
2016	10	5
2016	10	6
2016	10	6
2016	10	6
2016	10	8
2016	10	8
2016	10	13
2016	10	15
2016	10	19
2016	10	20
2016	10	26
2016	10	27
2016	10	25
2016	10	25
2016	11	1
2016	11	4
2016	11	5
2016	11	7
2016	11	9
2016	11	9
2016	11	9
2016	11	10
2016	11	11
2016	11	14
2016	11	14
2016	11	15
2016	11	18
2016	11	19
2016	11	22
2016	11	22
2016	11	24
2016	11	28
2016	11	28
2016	11	29
2016	12	3
2016	12	7
2016	12	8
2016	12	10
2016	12	12
2016	12	12
2016	12	12
2016	12	12
2016	12	14
2016	12	16
2016	12	16
2016	12	19
2016	12	19
2016	12	20
2016	12	21
2016	12	22
2016	12	23
2016	12	30
2017	1	4
2017	1	6
2017	1	9
2017	1	10
2017	1	12
2017	1	12
2017	1	21
2017	1	24
2017	1	26
2017	1	30
2017	1	30
2017	1	31
2017	2	1
2017	2	3
2017	2	3
2017	2	6
2017	2	13
2017	2	13
2017	2	18
2017	2	20
2017	2	21
2017	2	21
2017	2	22
2017	2	22
2017	2	27
2017	3	6
2017	3	13
2017	3	14
2017	3	14
2017	3	17
2017	3	20
2017	3	22
2017	3	25
2017	3	27
2017	3	27
2017	3	28
2017	3	30
2017	3	30
2017	3	30
2017	3	31
2017	3	31
2017	3	31
2017	4	1
2017	4	2
2017	4	8
2017	4	11
2017	4	11
2017	4	11
2017	4	11
2017	4	13
2017	4	24
2017	5	2
2017	5	5
2017	5	8
2017	5	9
2017	5	9
2017	5	10
2017	5	11
2017	5	13
2017	5	13
2017	5	16
2017	5	17
2017	5	17
2017	5	17
2017	5	17
2017	5	18
2017	5	18
2017	5	19
2017	5	19
2017	5	20
2017	5	24
2017	5	24
2017	5	30
2017	5	31
2017	5	31
2017	6	1
2017	6	1
2017	6	8
2017	6	10
2017	6	10
2017	6	20
2017	6	22
2017	6	24
2017	6	27
2017	6	29
2017	6	29
2017	7	1
2017	7	1
2017	7	1
2017	7	3
2017	7	4
2017	7	5
2017	7	12
2017	7	14
2017	7	18
2017	7	18
2017	7	21
2017	7	24
2017	7	26
2017	7	28
2017	7	29
2017	8	5
2017	8	5
2017	8	7
2017	8	7
2017	8	8
2017	8	9
2017	8	9
2017	8	10
2017	8	10
2017	8	16
2017	8	21
2017	8	22
2017	8	24
2017	8	29
2017	8	29
2017	8	30
2017	8	30
2017	8	31
2017	8	31
2017	9	2
2017	9	5
2017	9	6
2017	9	6
2017	9	6
2017	9	8
2017	9	8
2017	9	13
2017	9	14
2017	9	14
2017	9	14
2017	9	14
2017	9	15
2017	9	19
2017	9	19
2017	9	19
2017	9	20
2017	9	29
2017	10	3
2017	10	4
2017	10	5
2017	10	5
2017	10	11
2017	10	20
2017	10	21
2017	10	24
2017	10	24
2017	10	26
2017	10	27
2017	10	27
2017	10	30
2017	10	30
2017	10	31
2017	11	7
2017	11	9
2017	11	9
2017	11	15
2017	11	15
2017	11	16
2017	11	17
2017	11	21
2017	11	21
2017	11	21
2017	11	21
2017	11	22
2017	11	23
2017	11	23
2017	11	25
2017	11	28
2017	12	2
2017	12	2
2017	12	4
2017	12	7
2017	12	11
2017	12	11
2017	12	11
2017	12	12
2017	12	12
2017	12	13
2017	12	15
2017	12	15
2017	12	19
2017	12	20
2017	12	26
2017	12	26
2017	12	26
2017	12	27
2017	12	27
2017	12	27
2017	12	27
2017	12	28
2017	12	30
2017	12	30
2018	1	3
2018	1	4
2018	1	5
2018	1	5
2018	1	8
2018	1	9
2018	1	10
2018	1	11
2018	1	11
2018	1	11
2018	1	11
2018	1	12
2018	1	12
2018	1	13
2018	1	17
2018	1	17
2018	1	20
2018	1	22
2018	1	22
2018	1	22
2018	1	23
2018	1	23
2018	1	23
2018	1	24
2018	1	25
2018	1	25
2018	1	26
2018	1	27
2018	1	29
2018	2	2
2018	2	2
2018	2	5
2018	2	6
2018	2	8
2018	2	8
2018	2	13
2018	2	15
2018	2	16
2018	2	16
2018	2	20
2018	2	21
2018	2	21
2018	2	22
2018	2	22
2018	2	23
2018	2	24
2018	2	27
2018	2	28
2018	2	28
2018	2	28
2018	3	1
2018	3	3
2018	3	5
2018	3	6
2018	3	10
2018	3	10
2018	3	12
2018	3	14
2018	3	14
2018	3	15
2018	3	15
2018	3	17
2018	3	19
2018	3	22
2018	3	23
2018	3	23
2018	3	24
2018	3	29
2018	4	2
2018	4	6
2018	4	7
2018	4	7
2018	4	10
2018	4	13
2018	4	14
2018	4	18
2018	4	19
2018	4	21
2018	4	25
2018	4	28
2018	5	4
2018	5	4
2018	5	7
2018	5	8
2018	5	8
2018	5	12
2018	5	14
2018	5	15
2018	5	16
2018	5	16
2018	5	17
2018	5	17
2018	5	17
2018	5	18
2018	5	22
2018	5	22
2018	5	23
2018	5	23
2018	5	26
2018	5	27
2018	6	6
2018	6	12
2018	6	13
2018	6	15
2018	6	21
2018	6	21
2018	6	22
2018	6	23
2018	6	26
2018	6	27
2018	6	29
2018	6	29
2018	7	3
2018	7	3
2018	7	3
2018	7	3
2018	7	4
2018	7	7
2018	7	9
2018	7	11
2018	7	11
2018	7	16
2018	7	20
2018	7	20
2018	7	23
2018	7	24
2018	7	25
2018	7	26
2018	7	26
2018	7	27
2018	7	27
2018	7	28
2018	7	28
2018	7	30
2018	7	31
2018	7	31
2018	8	2
2018	8	3
2018	8	3
2018	8	4
2018	8	7
2018	8	7
2018	8	10
2018	8	11
2018	8	14
2018	8	16
2018	8	18
2018	8	20
2018	8	21
2018	8	22
2018	8	22
2018	8	23
2018	8	23
2018	8	24
2018	8	29
2018	8	31
2018	8	31
2018	8	31
2018	9	3
2018	9	5
2018	9	7
2018	9	11
2018	9	11
2018	9	11
2018	9	11
2018	9	13
2018	9	17
2018	9	18
2018	9	19
2018	9	20
2018	9	20
2018	9	24
2018	9	25
2018	9	26
2018	9	26
2018	9	26
2018	9	27
2018	9	27
2018	9	28
2018	10	3
2018	10	4
2018	10	5
2018	10	8
2018	10	9
2018	10	12
2018	10	13
2018	10	15
2018	10	17
2018	10	17
2018	10	19
2018	10	20
2018	10	20
2018	10	20
2018	10	20
2018	10	23
2018	10	23
2018	10	23
2018	10	26
2018	10	29
2018	10	30
2018	10	30
2018	11	1
2018	11	1
2018	11	1
2018	11	2
2018	11	5
2018	11	6
2018	11	7
2018	11	7
2018	11	8
2018	11	9
2018	11	10
2018	11	15
2018	11	15
2018	11	15
2018	11	19
2018	11	20
2018	11	21
2018	11	23
2018	11	27
2018	11	30
2018	11	30
2018	12	1
2018	12	8
2018	12	9
2018	12	10
2018	12	12
2018	12	14
2018	12	20
2018	12	21
2018	12	27
2018	12	29
2018	12	30
2019	1	3
2019	1	3
2019	1	4
2019	1	5
2019	1	5
2019	1	7
2019	1	10
2019	1	10
2019	1	10
2019	1	14
2019	1	17
2019	1	18
2019	1	18
2019	1	23
2019	1	23
2019	1	25
2019	1	26
2019	1	30
2019	1	30
2019	1	30
2019	2	2
2019	2	4
2019	2	7
2018	2	8
2019	2	8
2019	2	9
2019	2	9
2019	2	20
2019	2	21
2019	2	25
2019	2	25
2019	2	25
2019	2	26
2019	2	27
2019	3	7
2019	3	8
2019	3	8
2019	3	8
2019	3	9
2019	3	11
2019	3	12
2019	3	14
2019	3	15
2019	3	15
2019	3	21
2019	3	23
2019	4	1
2019	4	1
2019	4	2
2019	4	8
2019	4	8
2019	4	8
2019	4	17
2019	4	22
2019	4	22
2019	4	22
2019	4	23
2019	4	23
2019	4	26
2019	4	30
2019	5	3
2019	5	14
2019	5	23
2019	5	25
2019	5	25
2019	5	28
2019	6	3
2019	6	12
2019	6	14
2019	6	15
2019	6	20
2019	6	26
2019	6	28
2019	7	2
2019	7	3
2019	7	6
2019	7	9
2019	7	27
2019	8	8
2019	8	16
2019	8	20
2019	8	21
2019	8	22
2019	8	22
2019	8	26
2019	8	26
2019	8	28
2019	9	2
2019	9	4
2019	9	4
2019	9	4
2019	9	4
2019	9	6
2019	9	10
2019	9	12
2019	9	14
2019	9	18
2019	9	18
2019	9	20
2019	9	21
2019	9	24
2019	9	27
2019	9	28
2019	10	4
2019	10	4
2019	10	10
2019	10	10
2019	10	12
2019	10	14
2019	10	15
2019	10	19
2019	10	21
2019	10	22
2019	10	24
2019	10	25
2019	10	25
2019	10	28
2019	10	29
2019	10	29
2019	10	31
